0.000000000000000000e+00       0.000000000000000000e+00
2.500000000000000000e+01       7.812916666666667443e+05
5.000000000000000000e+01       7.527250000000000000e+05
7.500000000000000000e+01       7.248583333333333721e+05
1.000000000000000000e+02       6.988233333333333721e+05
1.250000000000000000e+02       6.684650000000000000e+05
1.500000000000000000e+02       6.443450000000000000e+05
1.750000000000000000e+02       6.259566666666667443e+05
2.000000000000000000e+02       6.075533333333333721e+05
2.250000000000000000e+02       5.872966666666667443e+05
2.500000000000000000e+02       5.694800000000000000e+05
2.750000000000000000e+02       5.530683333333333721e+05
3.000000000000000000e+02       5.353816666666667443e+05
3.250000000000000000e+02       5.177583333333333721e+05
3.500000000000000000e+02       5.051283333333333721e+05
3.750000000000000000e+02       4.939966666666666861e+05
4.000000000000000000e+02       4.833366666666666861e+05
4.250000000000000000e+02       4.708266666666666861e+05
4.500000000000000000e+02       4.578416666666666861e+05
4.750000000000000000e+02       4.460633333333333721e+05
5.000000000000000000e+02       4.360366666666666861e+05
5.250000000000000000e+02       4.300750000000000000e+05
5.500000000000000000e+02       4.213600000000000000e+05
5.750000000000000000e+02       4.115383333333333721e+05
6.000000000000000000e+02       4.049616666666666861e+05
6.250000000000000000e+02       3.946900000000000000e+05
6.500000000000000000e+02       3.870700000000000000e+05
6.750000000000000000e+02       3.777566666666666861e+05
7.000000000000000000e+02       3.686400000000000000e+05
7.250000000000000000e+02       3.617650000000000000e+05
7.500000000000000000e+02       3.536716666666666861e+05
7.750000000000000000e+02       3.474200000000000000e+05
8.000000000000000000e+02       3.406566666666666861e+05
8.250000000000000000e+02       3.348383333333333721e+05
8.500000000000000000e+02       3.291116666666666861e+05
8.750000000000000000e+02       3.252416666666666861e+05
9.000000000000000000e+02       3.210316666666666861e+05
9.250000000000000000e+02       3.156366666666666861e+05
9.500000000000000000e+02       3.111300000000000000e+05
9.750000000000000000e+02       3.075166666666666861e+05
1.000000000000000000e+03       3.024933333333333721e+05
1.025000000000000000e+03       2.970733333333333721e+05
1.050000000000000000e+03       2.933050000000000000e+05
1.075000000000000000e+03       2.880733333333333721e+05
1.100000000000000000e+03       2.838733333333333721e+05
1.125000000000000000e+03       2.783250000000000000e+05
1.150000000000000000e+03       2.730816666666666861e+05
1.175000000000000000e+03       2.694166666666666861e+05
1.200000000000000000e+03       2.665216666666666861e+05
1.225000000000000000e+03       2.611933333333333430e+05
1.250000000000000000e+03       2.595083333333333430e+05
1.275000000000000000e+03       2.557300000000000000e+05
1.300000000000000000e+03       2.515766666666666861e+05
1.325000000000000000e+03       2.489566666666666861e+05
1.350000000000000000e+03       2.462233333333333430e+05
1.375000000000000000e+03       2.421133333333333430e+05
1.400000000000000000e+03       2.393833333333333430e+05
1.425000000000000000e+03       2.362800000000000000e+05
1.450000000000000000e+03       2.324933333333333430e+05
1.475000000000000000e+03       2.301983333333333430e+05
1.500000000000000000e+03       2.279050000000000000e+05
1.525000000000000000e+03       2.253450000000000000e+05
1.550000000000000000e+03       2.224750000000000000e+05
1.575000000000000000e+03       2.204500000000000000e+05
1.600000000000000000e+03       2.167700000000000000e+05
1.625000000000000000e+03       2.152033333333333430e+05
1.650000000000000000e+03       2.119766666666666861e+05
1.675000000000000000e+03       2.096333333333333430e+05
1.700000000000000000e+03       2.083883333333333430e+05
1.725000000000000000e+03       2.050683333333333430e+05
1.750000000000000000e+03       2.026883333333333430e+05
1.775000000000000000e+03       2.078633333333333430e+05
1.800000000000000000e+03       1.997516666666666861e+05
1.825000000000000000e+03       1.967433333333333430e+05
1.850000000000000000e+03       1.958066666666666861e+05
1.875000000000000000e+03       1.918616666666666861e+05
1.900000000000000000e+03       1.903183333333333430e+05
1.925000000000000000e+03       1.877133333333333430e+05
1.950000000000000000e+03       1.866033333333333430e+05
1.975000000000000000e+03       1.849516666666666861e+05
2.000000000000000000e+03       1.838416666666666861e+05
2.025000000000000000e+03       1.815533333333333430e+05
2.050000000000000000e+03       1.791550000000000000e+05
2.075000000000000000e+03       1.791266666666666861e+05
2.100000000000000000e+03       1.765766666666666861e+05
2.125000000000000000e+03       1.736816666666666861e+05
2.150000000000000000e+03       1.736750000000000000e+05
2.175000000000000000e+03       1.709850000000000000e+05
2.200000000000000000e+03       1.705016666666666861e+05
2.225000000000000000e+03       1.687900000000000000e+05
2.250000000000000000e+03       1.678716666666666861e+05
2.275000000000000000e+03       1.649966666666666861e+05
2.300000000000000000e+03       1.646250000000000000e+05
2.325000000000000000e+03       1.636516666666666861e+05
2.350000000000000000e+03       1.605283333333333430e+05
2.375000000000000000e+03       1.593116666666666861e+05
2.400000000000000000e+03       1.571500000000000000e+05
2.425000000000000000e+03       1.564183333333333430e+05
2.450000000000000000e+03       1.549416666666666861e+05
2.475000000000000000e+03       1.534116666666666861e+05
2.500000000000000000e+03       1.524566666666666861e+05
2.525000000000000000e+03       1.517700000000000000e+05
2.550000000000000000e+03       1.504683333333333430e+05
2.575000000000000000e+03       1.490916666666666861e+05
2.600000000000000000e+03       1.482350000000000000e+05
2.625000000000000000e+03       1.461833333333333430e+05
2.650000000000000000e+03       1.452000000000000000e+05
2.675000000000000000e+03       1.445950000000000000e+05
2.700000000000000000e+03       1.432500000000000000e+05
2.725000000000000000e+03       1.423583333333333430e+05
2.750000000000000000e+03       1.410416666666666861e+05
2.775000000000000000e+03       1.394916666666666861e+05
2.800000000000000000e+03       1.390016666666666861e+05
2.825000000000000000e+03       1.370733333333333430e+05
2.850000000000000000e+03       1.370850000000000000e+05
2.875000000000000000e+03       1.353700000000000000e+05
2.900000000000000000e+03       1.347183333333333430e+05
2.925000000000000000e+03       1.333483333333333430e+05
2.950000000000000000e+03       1.335916666666666861e+05
2.975000000000000000e+03       1.322433333333333430e+05
3.000000000000000000e+03       1.312616666666666861e+05
3.025000000000000000e+03       1.303100000000000000e+05
3.050000000000000000e+03       1.289450000000000000e+05
3.075000000000000000e+03       1.294383333333333430e+05
3.100000000000000000e+03       1.282433333333333430e+05
3.125000000000000000e+03       1.262516666666666715e+05
3.150000000000000000e+03       1.255633333333333430e+05
3.175000000000000000e+03       1.254850000000000000e+05
3.200000000000000000e+03       1.247433333333333430e+05
3.225000000000000000e+03       1.243983333333333430e+05
3.250000000000000000e+03       1.227583333333333430e+05
3.275000000000000000e+03       1.219233333333333430e+05
3.300000000000000000e+03       1.206033333333333430e+05
3.325000000000000000e+03       1.195766666666666715e+05
3.350000000000000000e+03       1.192000000000000000e+05
3.375000000000000000e+03       1.178716666666666715e+05
3.400000000000000000e+03       1.176600000000000000e+05
3.425000000000000000e+03       1.177400000000000000e+05
3.450000000000000000e+03       1.165616666666666715e+05
3.475000000000000000e+03       1.146116666666666715e+05
3.500000000000000000e+03       1.146833333333333430e+05
3.525000000000000000e+03       1.141500000000000000e+05
3.550000000000000000e+03       1.134850000000000000e+05
3.575000000000000000e+03       1.126583333333333430e+05
3.600000000000000000e+03       1.116033333333333430e+05
3.625000000000000000e+03       1.112166666666666715e+05
3.650000000000000000e+03       1.108583333333333430e+05
3.675000000000000000e+03       1.101883333333333430e+05
3.700000000000000000e+03       1.090750000000000000e+05
3.725000000000000000e+03       1.085050000000000000e+05
3.750000000000000000e+03       1.077933333333333430e+05
3.775000000000000000e+03       1.068700000000000000e+05
3.800000000000000000e+03       1.067150000000000000e+05
3.825000000000000000e+03       1.051750000000000000e+05
3.850000000000000000e+03       1.048100000000000000e+05
3.875000000000000000e+03       1.045066666666666715e+05
3.900000000000000000e+03       1.040383333333333430e+05
3.925000000000000000e+03       1.039100000000000000e+05
